valueset_pk,language_pk,parameter_pk,parameter_name,parameter_description,type_pk,variety_type,abbr,language_name,value_pk,domainelement_pk,attestation
793,53,11,Regularized reflexives paradigm,"hisself, theirselves/theirself",3,L2,PakE,Pakistani English,793,64,D
795,55,11,Regularized reflexives paradigm,"hisself, theirselves/theirself",3,L2,SLkE,Sri Lankan English,795,64,D
796,56,11,Regularized reflexives paradigm,"hisself, theirselves/theirself",3,L2,HKE,Hong Kong English,796,64,D
797,57,11,Regularized reflexives paradigm,"hisself, theirselves/theirself",2,L1c,CollSgE,Colloquial Singapore English (Singlish),797,64,D
798,58,11,Regularized reflexives paradigm,"hisself, theirselves/theirself",3,L2,MalE,Malaysian English,798,64,D
804,64,11,Regularized reflexives paradigm,"hisself, theirselves/theirself",2,L1c,NZE,New Zealand English,804,64,D
807,67,11,Regularized reflexives paradigm,"hisself, theirselves/theirself",3,L2,FijiE,Acrolectal Fiji English,807,64,D
17401,75,11,Regularized reflexives paradigm,"hisself, theirselves/theirself",2,L1c,PhilE,Philippine English,17401,64,D
17636,76,11,Regularized reflexives paradigm,"hisself, theirselves/theirself",3,L2,CFE,Cape Flats English,17636,64,D
815,1,12,Object pronoun forms serving as base for first and/or second person reflexives,meself for ‘myself’,1,L1t,O&SE,Orkney and Shetland English,815,68,B
819,5,12,Object pronoun forms serving as base for first and/or second person reflexives,meself for ‘myself’,2,L1c,WelE,Welsh English,819,68,B
823,9,12,Object pronoun forms serving as base for first and/or second person reflexives,meself for ‘myself’,1,L1t,SE,English dialects in the Southeast of England,823,68,B
837,23,12,Object pronoun forms serving as base for first and/or second person reflexives,meself for ‘myself’,2,L1c,BahE,Bahamian English,837,68,B
873,59,12,Object pronoun forms serving as base for first and/or second person reflexives,meself for ‘myself’,2,L1c,AusE,Australian English,873,68,B
875,61,12,Object pronoun forms serving as base for first and/or second person reflexives,meself for ‘myself’,2,L1c,AborE,Aboriginal English,875,68,B
878,64,12,Object pronoun forms serving as base for first and/or second person reflexives,meself for ‘myself’,2,L1c,NZE,New Zealand English,878,68,B
887,73,12,Object pronoun forms serving as base for first and/or second person reflexives,meself for ‘myself’,2,L1c,StHE,St. Helena English,887,68,B
889,1,13,Subject pronoun forms serving as base for reflexives,theyselves for ‘themselves’,1,L1t,O&SE,Orkney and Shetland English,889,76,D
890,2,13,Subject pronoun forms serving as base for reflexives,theyselves for ‘themselves’,1,L1t,ScE,Scottish English,890,76,D
891,3,13,Subject pronoun forms serving as base for reflexives,theyselves for ‘themselves’,2,L1c,IrE,Irish English,891,76,D
892,4,13,Subject pronoun forms serving as base for reflexives,theyselves for ‘themselves’,2,L1c,ManxE,Manx English,892,76,D
894,6,13,Subject pronoun forms serving as base for reflexives,theyselves for ‘themselves’,1,L1t,North,English dialects in the North of England,894,76,D
896,8,13,Subject pronoun forms serving as base for reflexives,theyselves for ‘themselves’,1,L1t,EA,East Anglian English,896,76,D
897,9,13,Subject pronoun forms serving as base for reflexives,theyselves for ‘themselves’,1,L1t,SE,English dialects in the Southeast of England,897,76,D
898,10,13,Subject pronoun forms serving as base for reflexives,theyselves for ‘themselves’,2,L1c,ChIsE,Channel Islands English,898,76,D
900,12,13,Subject pronoun forms serving as base for reflexives,theyselves for ‘themselves’,2,L1c,MaltE,Maltese English,900,76,D
902,14,13,Subject pronoun forms serving as base for reflexives,theyselves for ‘themselves’,2,L1c,CollAmE,Colloquial American English,902,76,D
906,18,13,Subject pronoun forms serving as base for reflexives,theyselves for ‘themselves’,1,L1t,OzE,Ozark English,906,76,D
907,19,13,Subject pronoun forms serving as base for reflexives,theyselves for ‘themselves’,1,L1t,AppE,Appalachian English,907,76,D
910,22,13,Subject pronoun forms serving as base for reflexives,theyselves for ‘themselves’,3,L2,ChcE,Chicano English,910,76,D
914,26,13,Subject pronoun forms serving as base for reflexives,theyselves for ‘themselves’,3,L2,JamE,Jamaican English,914,76,D
927,39,13,Subject pronoun forms serving as base for reflexives,theyselves for ‘themselves’,3,L2,GhE,Ghanaian English,927,76,D
929,41,13,Subject pronoun forms serving as base for reflexives,theyselves for ‘themselves’,3,L2,NigE,Nigerian English,929,76,D
933,45,13,Subject pronoun forms serving as base for reflexives,theyselves for ‘themselves’,3,L2,TznE,Tanzanian English,933,76,D
934,46,13,Subject pronoun forms serving as base for reflexives,theyselves for ‘themselves’,3,L2,KenE,Kenyan English,934,76,D
935,47,13,Subject pronoun forms serving as base for reflexives,theyselves for ‘themselves’,3,L2,UgE,Ugandan English,935,76,D
937,49,13,Subject pronoun forms serving as base for reflexives,theyselves for ‘themselves’,3,L2,BlSAfE,Black South African English,937,76,D
938,50,13,Subject pronoun forms serving as base for reflexives,theyselves for ‘themselves’,3,L2,InSAfE,Indian South African English,938,76,D
939,51,13,Subject pronoun forms serving as base for reflexives,theyselves for ‘themselves’,2,L1c,WhSAfE,White South African English,939,76,D
940,52,13,Subject pronoun forms serving as base for reflexives,theyselves for ‘themselves’,3,L2,IndE,Indian English,940,76,D
941,53,13,Subject pronoun forms serving as base for reflexives,theyselves for ‘themselves’,3,L2,PakE,Pakistani English,941,76,D
943,55,13,Subject pronoun forms serving as base for reflexives,theyselves for ‘themselves’,3,L2,SLkE,Sri Lankan English,943,76,D
944,56,13,Subject pronoun forms serving as base for reflexives,theyselves for ‘themselves’,3,L2,HKE,Hong Kong English,944,76,D
945,57,13,Subject pronoun forms serving as base for reflexives,theyselves for ‘themselves’,2,L1c,CollSgE,Colloquial Singapore English (Singlish),945,76,D
946,58,13,Subject pronoun forms serving as base for reflexives,theyselves for ‘themselves’,3,L2,MalE,Malaysian English,946,76,D
947,59,13,Subject pronoun forms serving as base for reflexives,theyselves for ‘themselves’,2,L1c,AusE,Australian English,947,76,D
948,60,13,Subject pronoun forms serving as base for reflexives,theyselves for ‘themselves’,2,L1c,AusVE,Australian Vernacular English,948,76,D
952,64,13,Subject pronoun forms serving as base for reflexives,theyselves for ‘themselves’,2,L1c,NZE,New Zealand English,952,76,D
955,67,13,Subject pronoun forms serving as base for reflexives,theyselves for ‘themselves’,3,L2,FijiE,Acrolectal Fiji English,955,76,D
960,72,13,Subject pronoun forms serving as base for reflexives,theyselves for ‘themselves’,2,L1c,FlkE,Falkland Islands English,960,76,D
17403,75,13,Subject pronoun forms serving as base for reflexives,theyselves for ‘themselves’,2,L1c,PhilE,Philippine English,17403,76,D
17638,76,13,Subject pronoun forms serving as base for reflexives,theyselves for ‘themselves’,3,L2,CFE,Cape Flats English,17638,76,D
963,1,14,No number distinction in reflexives,ourself for ‘ourselves’,1,L1t,O&SE,Orkney and Shetland English,963,82,D
964,2,14,No number distinction in reflexives,ourself for ‘ourselves’,1,L1t,ScE,Scottish English,964,82,D
968,6,14,No number distinction in reflexives,ourself for ‘ourselves’,1,L1t,North,English dialects in the North of England,968,82,D
970,8,14,No number distinction in reflexives,ourself for ‘ourselves’,1,L1t,EA,East Anglian English,970,82,D
972,10,14,No number distinction in reflexives,ourself for ‘ourselves’,2,L1c,ChIsE,Channel Islands English,972,82,D
976,14,14,No number distinction in reflexives,ourself for ‘ourselves’,2,L1c,CollAmE,Colloquial American English,976,82,D
988,26,14,No number distinction in reflexives,ourself for ‘ourselves’,3,L2,JamE,Jamaican English,988,82,D
1001,39,14,No number distinction in reflexives,ourself for ‘ourselves’,3,L2,GhE,Ghanaian English,1001,82,D
1007,45,14,No number distinction in reflexives,ourself for ‘ourselves’,3,L2,TznE,Tanzanian English,1007,82,D
1008,46,14,No number distinction in reflexives,ourself for ‘ourselves’,3,L2,KenE,Kenyan English,1008,82,D
1010,48,14,No number distinction in reflexives,ourself for ‘ourselves’,2,L1c,WhZimE,White Zimbabwean English,1010,82,D
1017,55,14,No number distinction in reflexives,ourself for ‘ourselves’,3,L2,SLkE,Sri Lankan English,1017,82,D
1022,60,14,No number distinction in reflexives,ourself for ‘ourselves’,2,L1c,AusVE,Australian Vernacular English,1022,82,D
1029,67,14,No number distinction in reflexives,ourself for ‘ourselves’,3,L2,FijiE,Acrolectal Fiji English,1029,82,D
1035,73,14,No number distinction in reflexives,ourself for ‘ourselves’,2,L1c,StHE,St. Helena English,1035,82,D
1036,74,14,No number distinction in reflexives,ourself for ‘ourselves’,2,L1c,TdCE,Tristan da Cunha English,1036,82,D
1037,1,15,Absolute use of reflexives,"And by God, he said, … he’d be the devil if himself wouldn’t make him laugh; Himself is gone to Dublin (meaning ‘boss’, ‘head’)",1,L1t,O&SE,Orkney and Shetland English,1037,87,C
1038,2,15,Absolute use of reflexives,"And by God, he said, … he’d be the devil if himself wouldn’t make him laugh; Himself is gone to Dublin (meaning ‘boss’, ‘head’)",1,L1t,ScE,Scottish English,1038,87,C
1041,5,15,Absolute use of reflexives,"And by God, he said, … he’d be the devil if himself wouldn’t make him laugh; Himself is gone to Dublin (meaning ‘boss’, ‘head’)",2,L1c,WelE,Welsh English,1041,87,C
1052,16,15,Absolute use of reflexives,"And by God, he said, … he’d be the devil if himself wouldn’t make him laugh; Himself is gone to Dublin (meaning ‘boss’, ‘head’)",2,L1c,RAAVE,Rural African American Vernacular English,1052,87,C
1082,46,15,Absolute use of reflexives,"And by God, he said, … he’d be the devil if himself wouldn’t make him laugh; Himself is gone to Dublin (meaning ‘boss’, ‘head’)",3,L2,KenE,Kenyan English,1082,87,C
1088,52,15,Absolute use of reflexives,"And by God, he said, … he’d be the devil if himself wouldn’t make him laugh; Himself is gone to Dublin (meaning ‘boss’, ‘head’)",3,L2,IndE,Indian English,1088,87,C
1100,64,15,Absolute use of reflexives,"And by God, he said, … he’d be the devil if himself wouldn’t make him laugh; Himself is gone to Dublin (meaning ‘boss’, ‘head’)",2,L1c,NZE,New Zealand English,1100,87,C
1109,73,15,Absolute use of reflexives,"And by God, he said, … he’d be the devil if himself wouldn’t make him laugh; Himself is gone to Dublin (meaning ‘boss’, ‘head’)",2,L1c,StHE,St. Helena English,1109,87,C
1111,1,16,Emphatic reflexives with own,Everybody took care of their own self.,1,L1t,O&SE,Orkney and Shetland English,1111,96,?
1112,2,16,Emphatic reflexives with own,Everybody took care of their own self.,1,L1t,ScE,Scottish English,1112,96,?
1122,12,16,Emphatic reflexives with own,Everybody took care of their own self.,2,L1c,MaltE,Maltese English,1122,96,?
1124,14,16,Emphatic reflexives with own,Everybody took care of their own self.,2,L1c,CollAmE,Colloquial American English,1124,96,?
1136,26,16,Emphatic reflexives with own,Everybody took care of their own self.,3,L2,JamE,Jamaican English,1136,96,?
1156,46,16,Emphatic reflexives with own,Everybody took care of their own self.,3,L2,KenE,Kenyan English,1156,96,?
1166,56,16,Emphatic reflexives with own,Everybody took care of their own self.,3,L2,HKE,Hong Kong English,1166,96,?
1169,59,16,Emphatic reflexives with own,Everybody took care of their own self.,2,L1c,AusE,Australian English,1169,96,?
1178,68,16,Emphatic reflexives with own,Everybody took care of their own self.,3,L2,CollFijiE,Pure Fiji English (basilectal FijiE),1178,96,?
1185,1,17,Creation of possessive pronouns with prefix fi- +personal pronoun,Den no fi-me work me put yuh inna? [lit.: Then no for-me job I put you into] ‘Then wasnʼt it my job I got for you?’,1,L1t,O&SE,Orkney and Shetland English,1185,100,D
1186,2,17,Creation of possessive pronouns with prefix fi- +personal pronoun,Den no fi-me work me put yuh inna? [lit.: Then no for-me job I put you into] ‘Then wasnʼt it my job I got for you?’,1,L1t,ScE,Scottish English,1186,100,D
1187,3,17,Creation of possessive pronouns with prefix fi- +personal pronoun,Den no fi-me work me put yuh inna? [lit.: Then no for-me job I put you into] ‘Then wasnʼt it my job I got for you?’,2,L1c,IrE,Irish English,1187,100,D
1188,4,17,Creation of possessive pronouns with prefix fi- +personal pronoun,Den no fi-me work me put yuh inna? [lit.: Then no for-me job I put you into] ‘Then wasnʼt it my job I got for you?’,2,L1c,ManxE,Manx English,1188,100,D
1189,5,17,Creation of possessive pronouns with prefix fi- +personal pronoun,Den no fi-me work me put yuh inna? [lit.: Then no for-me job I put you into] ‘Then wasnʼt it my job I got for you?’,2,L1c,WelE,Welsh English,1189,100,D
